name,address,lat,lon,type,program
Yarmouth High School,"286 West Elm Street,Yarmouth,Maine 04096",43.79408225,-70.19487375,High School,"2-D Art and Design,3-D Art and Design,Art History,Art History,Biology,Biology,Calculus AB,Calculus AB,Calculus AB,Calculus BC,Calculus BC,Calculus BC,Chemistry,Computer Science A,Computer Science A,Drawing,English Language and Composition,English Literature and Composition,English Literature and Composition,Environmental Science,Environmental Science,Environmental Science,European History,French Language and Culture,French Language and Culture,Human Geography,Macroeconomics,Macroeconomics,Macroeconomics,Microeconomics,Microeconomics,Microeconomics,Music Theory,Music Theory,Physics 1,Physics B,Physics C: Electricity and Magnetism,Physics C: Mechanics,Psychology,Psychology,Psychology,Psychology,Spanish Language and Culture,Spanish Language and Culture,Spanish Language and Culture,Statistics,Statistics,U.S. Government and Politics,U.S. Government and Politics,U.S. Government and Politics,United States History,World History: Modern,World History: Modern,World History: Modern,World History: Modern"
York High School,"1 Robert Stevens Drive,York,Maine 03909",43.1555152,-70.62928555,High School,"2-D Art and Design,3-D Art and Design,Art History,Art History,Biology,Calculus AB,Calculus BC,Chemistry,Computer Science A,Computer Science Principles,Drawing,English Language and Composition,English Language and Composition,English Literature and Composition,Environmental Science,Environmental Science,European History,European History,French Language and Culture,French Language and Culture,French Language and Culture,Macroeconomics,Physics 1,Physics 2,Physics B,Psychology,Research,Seminar,Spanish Language and Culture,Spanish Language and Culture,Spanish Literature and Culture,Statistics,Statistics,U.S. Government and Politics,United States History"
Saint Croix Regional Technical Center,"34 Blue Devil Hill,Suite 1,Calais,ME 04619",45.16394,-67.2417,CTE,"Automotive Technology,Building Trades,Business Program,Certified Nursing,Computer Technology,Criminal Justice,Culinary Arts,Early Childhood Occupations,Exploratory Programs,Welding"
Saint John Valley Technology Center,"431 US Rt 1,PO Box 509,Frenchville,ME 04745",47.2778,-68.42412,CTE,"Advanced Technologies,Allied Health,Automotive Technologies,Business Entrepreneurship,Construction Trades,Early Childhood Occupations,Electrical Construction,Forest Resource Management,Heavy Equipment Operation,Welding"
Central Maine Community College,"1250 Turner St,Auburn,Maine 04210",44.13454,-70.23528,Community College,"Accounting,Architectural and Civil Engineering Technology,Automotive Technology,Building Construction Technology,Business Administration and Management,Business Transfer,Business Transfer-Sports Management Pathway,Career Studies,Computer Technology,Conservation Law Enforcement,Criminal Justice,Culinary Arts,Cybersecurity-Digital Forensics,Early Childhood Education,Education,Electromechanical Technology,Esports Manager,Exercise Science,Facilities Maintenance and Management,Forensic Science,General Studies,Graphic Communications,Human Services,HVAC/R Technology,Justice Studies,Liberal Studies,Life Sciences,Medical Coding & Electronic Health Records,Network Security Advance Certificate,Nursing,Physical Fitness Specialist,Plumbing and Heating Technology,Police Operations Advanced Certificate,Psychology,Precision Machining Technology,Restaurant Management,Social Sciences"
Eastern Maine Community College,"354 Hogan Rd,Bangor,Maine 04401",44.82756,-68.74315,Community College,"Automotive Technology,Building Construction,Business Management,Career Studies,Computer Technology,Criminal Justice,Culinary Arts,Diesel Turck and Heavy Equipment,Digital Graphic Design,Early Childhood Education,Education-Elementary k-8 option, Education - Career and Technical Education Option,Education-Elementary 7-12 option,Electrical and Automation Technology,Electricians Techonology,Emergency Medical Services,Fine Woodworking and Cabinet Making,Fire Science Technology,Human Services,Liberal Studies,Life Sciences,Medical Assistant, Network Security Advance Certificate,Nursing,Physical Fitness Specialist,Plumbing and Heating Technology,Police Operations Advanced Certificate,Psychology,Precision Machining Technology,Restaurant Management,Social Sciences"
Kennebec Valley Community College,"92 Western Ave,Fairfield,Maine 04937",44.59528,-69.61083,Community College,"Accounting,Applied Electronics & Computer Technology,Biological Science,Business Administration,Career Studies,Culinary Arts,Early Childhood Education,Electrical Lineworker,Electrical Technology,Plumbing & Heating Technology,Emergency Medical Services,General Studies,Health Information Management,Health Science,Liberal Studies,Medical Assisting,Medical Coding,Mental Health,Nursing,Occupational Therapy Assistant,Phlebotomy,Physical Therapist Assistant,Plumbing,Psychology,Radiologic Technology,Respiratory Therapy,Sustainable Construction,Trade and Technology Occupations,Welding"
Northern Maine Community College,"33 Edgemont Dr,Presque Isle,Maine 04769",46.69481,-68.03337,Community College,"Accounting,Automotive Collision Repair,Automotive Technology,Building Construction Technology,Business Administration,Career Studies,Community Paramedicine,Computer Numerical Control,Diesel Hydraulics Technology,Early Childhood Education,Electrical Construction & Maintenance,Emergency Medical Services,Entrepreneurship,Liberal Studies,Medical Assisting,Medical Coding,Network Administration & Cybersecurity,Nursing,Office Assistant,Plumbing and Heating,Practical Nursing,Structural Welding,Trade and Technical Occupations,Water Treatment Technology,Wind Power Technology"
Southern Maine Community College,"2 Fort Rd,South Portland,Maine 04106",43.64677,-70.22923,Community College,"Advanced Education Certificate,Architectural & Engineering Design Degree,Automotive Chassis Systems Certificate,Automotive Powertrain Systems Certificate,Automotive Technology Degree,Behavioral Health Certificate,Biotechnology Degree,Business Administration,Cardiovascular Technology,CNC Machine Operator,Communications & New Media Studies Degree,Computer Science Degree,Construction Technology Certificate,Construction Technology Degree,Criminal Justice Degree,Culinary Arts Degree,Cyber Security Degree,Early Childhood Education Degree,Education (K-12) Degree,Electrical Engineering Technologies Degree,Electrician Technology Certificate,Emergency Medical Services/Paramedicine Degree,Fire Science/Emergency Medical Technician Certificate,Fire Science Degree,Health Sciences Degree,Heating Certificate,Heating,Air Conditioning & Refrigeration Degree,Horticulture Degree,Human Services Degree,Information Technology Degree,Liberal Studies Degree: Arts Focus,Liberal Studies Degree: English Focus,Liberal Studies Degree: General,Liberal Studies Degree: History focus,Liberal Studies Degree: Math focus,Liberal Studies Degree: Music Focus, Liberal Studies Degree: Online Degree,Liberal Studies Degree: Political Science focus,Liberal Studies Degree: Psychology focus,Liberal Studies Degree: Science focus,L. Joe Van Why School of Hospitality Degree,Liberal Studies Degree: Social Work focus,Licensed Practical Nurse (LPN) Certificate,Marine Design Certificate,Marine Science Degree,Medical Assisting Degree,Nursing Degree,Nutrition and Dietetics Degree,Plumbing Certificate,Precision Machining & Manufacturing Degree,Pre-Engineering Degree,Radiography Degree,Refrigeration & Air Conditioning Certificate,Respiratory Therapy Degree,Surgical Technology Degree,Amazon Web Services Cloud Practitioner,Amazon Web Services Cloud Developer,Aquaculture,Arboriculture,Construction Institute,Early Childhood Education Bootcamp Training,Educator Apprentice Program,Electric Vehicle Repair,Emergency Medical Technician,Advanced Emergency Medical Technician,Manufacturing Technician,Marine Design,Medical Assistant,Apprenticeship,Phlebotomy School,Professional Education Online,Respiratory Therapy,WelcomeME 2.0 Training,Welding,Yamaha Outboard Motor Repair,Community & Medical Interpreting Courses,Dental Assistant,Legal Studies Online Courses,Oil Burner Technician,Pharmacy Technician Online Training,Propane & Natural Gas Technician Training: Appliance Connection and Service,Property Management,Welding Courses"
Washington County Community College,"College Dr,Calais,Maine 04619",45.16601,-67.243,Community College,"Automotive Technology,Business Management,Career Studies,Coastal Fisheries & Marine Technology,Computer Technology,Criminal Justice,Criminal Justice: Conservation Law,Early Childhood Education,Education,Electromechanical Instrumentation Technology,Engine Specialist,Entrepreneurship,Family Futures Downeast,Heating Technology,Heavy Equipment Maintenance,Heavy Equipment Operations,Human Services,Substance Use and Recovery,Liberal Studies,Mechanical Technology,Mechanical Technology: Passenger Vehicle,Medical Assisting,Medical Office Technology,Health Occupations,Outdoor Leadership: Adventure Recreation & Tourism,Outdoor Leadership: Adventure Therapy,Phlebotomy,Plumbing Technology,Powersport Equipment/Small Engine Technician Production Technician,Residential & Commercial Electricity,Trade & Technical Occupations,Welding Technology"
York County Community College,"112 College Dr,Wells,Maine 04090",43.3068,-70.59016,Community College,"Accounting,ACLS & PALS Training,Advanced Emergency Medical Technician,Alcohol and Drug Counselor,Architecture and Engineering Design,Behavioral Health Studies,Business Administration,Business Administration: Finance,Career Studies,CDL-A,CNC Academy, Community Mental Health,Computer Aided Design Technician,Criminal Justice,Dental Assisting,Digital Arts and Design,Education,Electrician Technology,Emergency Medical Technician,Expanded Function Dental Auxiliary,Financial Planning,Forensic Social Work,Graphic Design,Health Studies,Information Technology,Leadership Certificate,Liberal Studies,Mechanical Drafting and Design,Medical Assisting Apprenticeship,Networked Systems Technology,New Cook Bootcamps,Nursing,Pharmacy Technician,Phlebotomist,Precision Manufacturing Training Package,Remote Work Essentials for Professionals,ServSafe,Small Business Management,Trade and Technical Occupations,Veterinary Assistant,Veterinary Technology,Welding"
Bates College,"2 Andrews Road,Lewiston,Maine 04240",44.10562912,-70.2021865,University/Colleges,"Africana,American Studies,Anthropology,Art & Visual Culture,Asian Studies,Biochemistry,Biology,Chemistry,Chinese,Classical & Medieval Studies,Dance,Digital & Computational Studies,Earth and Climate Sciences,East Asian Studies,Economics,Educational Studies,Engineering,English,Environmental Studies,European Studies,French & Francophone Studies,Gender and Sexuality Studies,German,Greek,Hispanic Studies,History,Interdisciplinary Studies,Japanese,Latin,Latin American and Latinx Studies,Mathematics,Music,Neuroscience,Philosophy,Physical Education,Physics,Politics,Psychology,Religious Studies,Rhetoric,Film,and Screen Studies,Russian,Sociology,Teacher Education,Theater"
Beal College,"99 Farm Road,Bangor,Maine 04401",44.78619695,-68.78544797,University/Colleges,"Nursing RN,Nursing BSN,Addiction Counseling,Cannabis Sciences,Cannabis Business Administration,Cannabis Business Operations,Medical Plant Science,Healthcare Sciences,Biomedical Science,Health Info Management,Health Info Technology,Medical Admin Specialist,Medical Assisting,Medical Assistant,Accounting,Human Resources,Business,Business Administration,Welding Technology"
Bowdoin College,"255 Maine Street,Brunswick,Maine 04011",43.90338609,-69.95990849,University/Colleges,
Colby College,"4000 Mayflower Hill,Waterville,Maine 04901",44.56375441,-69.6626362,University/Colleges,
